id	label	description	x	y	cluster	weight<Links>	weight<Total link strength>	weight<No. of pub. (2000-2018)>	score<Avg. pub. year>
475	475	"<table><tr><td>Meso-level field:</td><td>475</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>journal of nuclear medicine; plos one; bioconjugate chemistry; cancer biotherapy and radiopharmaceuticals; mabs</td></tr><tr><td>Terms:</td><td>catalytic antibody; fcrn; antibody drug conjugates; edtmp; neonatal fc receptor</td></tr></table>"	-0.5322	-0.408	2	735	401233	17559	2009.7667
476	476	"<table><tr><td>Meso-level field:</td><td>476</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>materials science forum; microelectronics reliability; ieee transactions on electron devices; journal of applied physics; applied physics letters</td></tr><tr><td>Terms:</td><td>sic epilayer; sic schottky diode; igbt; sic mosfets; sic p</td></tr></table>"	1.0823	-0.2556	3	578	98272	17465	2009.1568
477	477	"<table><tr><td>Meso-level field:</td><td>477</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences; Life and earth sciences</td></tr><tr><td>Journals:</td><td>journal of agricultural and food chemistry; food chemistry; journal of nutrition; plos one; american journal of clinical nutrition</td></tr><tr><td>Terms:</td><td>zeaxanthin; macular pigment optical density; isoprenoid biosynthesis; lycopene; phosphate reductoisomerase</td></tr></table>"	-0.1498	-0.2204	2	728	354154	17335	2009.8935
478	478	"<table><tr><td>Meso-level field:</td><td>478</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities; Mathematics and computer science</td></tr><tr><td>Journals:</td><td>european journal of operational research; journal of air transport management; journal of productivity analysis; transportation research part e-logistics and transportation review; journal of the operational research society</td></tr><tr><td>Terms:</td><td>container terminal; dea; dea model; undesirable output; data envelopment analysis</td></tr></table>"	0.3565	0.611	1	673	129259	17275	2011.8028
479	479	"<table><tr><td>Meso-level field:</td><td>479</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>tetrahedron letters; organic letters; journal of organic chemistry; journal of the american chemical society; journal of combinatorial chemistry</td></tr><tr><td>Terms:</td><td>cyclotide; sortase; protein splicing; intein; total chemical synthesis</td></tr></table>"	0.2648	-0.4774	3	720	363496	17212	2008.2245
480	480	"<table><tr><td>Meso-level field:</td><td>480</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>journal of shoulder and elbow surgery; arthroscopy-the journal of arthroscopic and related surgery; american journal of sports medicine; journal of bone and joint surgery-american volume; knee surgery sports traumatology arthroscopy</td></tr><tr><td>Terms:</td><td>reverse shoulder arthroplasty; massive rotator cuff tear; arthroscopic bankart repair; adhesive capsulitis; proximal humeral fracture</td></tr></table>"	-0.8406	0.2257	2	608	85374	17205	2010.8182
481	481	"<table><tr><td>Meso-level field:</td><td>481</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Journals:</td><td>equine veterinary journal; veterinary surgery; equine veterinary education; american journal of veterinary research; veterinary and comparative orthopaedics and traumatology</td></tr><tr><td>Terms:</td><td>horse; recurrent airway obstruction; mare; laminitis; foal</td></tr></table>"	-0.8124	0.138	4	672	101379	17160	2009.6153
482	482	"<table><tr><td>Meso-level field:</td><td>482</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>free radical biology and medicine; journal of biological chemistry; plos one; drug metabolism and disposition; latin american journal of pharmacy</td></tr><tr><td>Terms:</td><td>acute intermittent porphyria; erythropoietic protoporphyria; neonatal jaundice; human udp glucuronosyltransferase; ugt</td></tr></table>"	-0.5508	-0.1577	2	739	454799	17099	2010.4655
483	483	"<table><tr><td>Meso-level field:</td><td>483</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>american journal of medical genetics part a; plos one; european journal of medical genetics; genetic counseling; cytogenetic and genome research</td></tr><tr><td>Terms:</td><td>charge syndrome; deletion syndrome; rubinstein taybi syndrome; velocardiofacial syndrome; pallister killian syndrome</td></tr></table>"	-0.7598	-0.1075	2	710	443750	17093	2010.3552
484	484	"<table><tr><td>Meso-level field:</td><td>484</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>journal of investigative dermatology; british journal of dermatology; journal of the american academy of dermatology; experimental dermatology; journal of the european academy of dermatology and venereology</td></tr><tr><td>Terms:</td><td>mushroom tyrosinase; androgenetic alopecia; melanogenesis; vitiligo; frontal fibrosing alopecia</td></tr></table>"	-0.7024	-0.2594	2	728	287553	17027	2010.6194
485	485	"<table><tr><td>Meso-level field:</td><td>485</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Journals:</td><td>journal of water resources planning and management; water resources management; water science and technology; water; water international</td></tr><tr><td>Terms:</td><td>water distribution system; leak detection; greywater; water footprint; water hammer</td></tr></table>"	0.4606	0.2489	4	697	186368	16908	2011.9701
486	486	"<table><tr><td>Meso-level field:</td><td>486</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Journals:</td><td>ieee transactions on nuclear science; ieee transactions on computer-aided design of integrated circuits and systems; ieee transactions on very large scale integration (vlsi) systems; ieee transactions on electromagnetic compatibility; journal of electronic testing-theory and applications</td></tr><tr><td>Terms:</td><td>quantum dot cellular automata; single event effect; sequential circuit; heavy ion; soft error</td></tr></table>"	1.1007	0.2153	5	625	48210	16889	2009.139
487	487	"<table><tr><td>Meso-level field:</td><td>487</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>journal of biological chemistry; molecular pharmacology; plos one; proceedings of the national academy of sciences of the united states of america; cellular signalling</td></tr><tr><td>Terms:</td><td>roflumilast; pde10a; rgs; pde4; pde4 inhibitor</td></tr></table>"	-0.6323	-0.1512	2	716	564177	16878	2009.8108
488	488	"<table><tr><td>Meso-level field:</td><td>488</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Journals:</td><td>topology and its applications; journal of mathematical analysis and applications; proceedings of the american mathematical society; fundamenta mathematicae; studia mathematica</td></tr><tr><td>Terms:</td><td>convex body; cardinal invariant; ordinal; vector measure; random polytope</td></tr></table>"	1.2946	0.3536	5	454	18740	16788	2009.8128
489	489	"<table><tr><td>Meso-level field:</td><td>489</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>acs applied materials & interfaces; applied physics letters; advanced materials; smart materials and structures; advanced functional materials</td></tr><tr><td>Terms:</td><td>ionic polymer metal composite; dielectric elastomer; ipmc; pneumatic artificial muscle; stretchable electronic</td></tr></table>"	0.958	-0.2639	3	739	366887	16683	2013.6782
490	490	"<table><tr><td>Meso-level field:</td><td>490</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>journal of sound and vibration; smart materials and structures; journal of intelligent material systems and structures; engineering structures; journal of magnetism and magnetic materials</td></tr><tr><td>Terms:</td><td>whole body vibration; magnetorheological fluid; electrorheological property; mr damper; hand arm vibration syndrome</td></tr></table>"	0.9679	0.0891	3	707	125605	16666	2010.7031
491	491	"<table><tr><td>Meso-level field:</td><td>491</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities</td></tr><tr><td>Journals:</td><td>osteuropa; kritika-explorations in russian and eurasian history; slavic review; zeitschrift fur geschichtswissenschaft; russian review</td></tr><tr><td>Terms:</td><td>russian empire; late imperial russia; stalin; pushkin; gulag</td></tr></table>"	-0.2432	0.9228	1	529	19971	16598	2009.8638
492	492	"<table><tr><td>Meso-level field:</td><td>492</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>molecular genetics and metabolism; journal of inherited metabolic disease; journal of biological chemistry; plos one; biochemical and biophysical research communications</td></tr><tr><td>Terms:</td><td>phenylketonurium; adrenoleukodystrophy; glutaric aciduria type; alkaptonuria; dopa responsive dystonia</td></tr></table>"	-0.517	-0.1484	2	710	246716	16247	2008.9265
493	493	"<table><tr><td>Meso-level field:</td><td>493</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Journals:</td><td>tree physiology; trees-structure and function; forest ecology and management; plant cell and environment; dendrochronologia</td></tr><tr><td>Terms:</td><td>cavitation; tree ring; hydraulic redistribution; embolism; leaf hydraulic conductance</td></tr></table>"	0.4348	0.1143	4	655	336309	16243	2011.3558
494	494	"<table><tr><td>Meso-level field:</td><td>494</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>headache; cephalalgia; journal of headache and pain; neurological sciences; neurology</td></tr><tr><td>Terms:</td><td>cluster headache; chronic migraine; tension type headache; triptan; chronic daily headache</td></tr></table>"	-0.7431	0.2327	2	670	151053	16239	2009.7294
495	495	"<table><tr><td>Meso-level field:</td><td>495</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>journal of biological chemistry; plos one; cancer research; oncogene; biochemical and biophysical research communications</td></tr><tr><td>Terms:</td><td>hemorrhagic telangiectasia; pulmonary arteriovenous malformation; macrophage inhibitory cytokine; bronchial artery embolization; ctgf ccn2</td></tr></table>"	-0.7787	-0.1916	2	710	462973	16173	2009.575
496	496	"<table><tr><td>Meso-level field:</td><td>496</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>journal of virology; transplantation proceedings; transplantation; blood; plos pathogens</td></tr><tr><td>Terms:</td><td>lymphoepithelioma; kaposi; post transplant lymphoproliferative disorder; kaposi sarcoma; plasmablastic lymphoma</td></tr></table>"	-0.8001	-0.3435	2	653	246466	16158	2009.1935
497	497	"<table><tr><td>Meso-level field:</td><td>497</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>journal of vascular access; journal of vascular surgery; seminars in dialysis; journal of vascular and interventional radiology; infection control and hospital epidemiology</td></tr><tr><td>Terms:</td><td>central catheter; thoracic outlet syndrome; bloodstream infection; central line; hemodialysis access</td></tr></table>"	-0.9156	0.0103	2	679	102363	16137	2010.137
498	498	"<table><tr><td>Meso-level field:</td><td>498</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>hemoglobin; american journal of hematology; british journal of haematology; blood; pediatric blood & cancer</td></tr><tr><td>Terms:</td><td>sickle cell anemia; acute chest syndrome; deferasirox; hbb; major patient</td></tr></table>"	-0.7235	-0.0652	2	708	156014	16116	2010.2998
499	499	"<table><tr><td>Meso-level field:</td><td>499</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>journal of agricultural and food chemistry; journal of nutrition; food chemistry; planta medica; molecules</td></tr><tr><td>Terms:</td><td>soy isoflavone; daidzein; equol; icariin; honokiol</td></tr></table>"	-0.3252	-0.2087	2	761	324938	16111	2010.2721
500	500	"<table><tr><td>Meso-level field:</td><td>500</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>british journal of dermatology; journal of investigative dermatology; journal of the american academy of dermatology; international journal of dermatology; journal of the european academy of dermatology and venereology</td></tr><tr><td>Terms:</td><td>epidermolysis bullosa; pemphigus; paraneoplastic pemphigus; hailey hailey disease; mucous membrane pemphigoid</td></tr></table>"	-0.8177	-0.3071	2	674	180773	15989	2009.6322
501	501	"<table><tr><td>Meso-level field:</td><td>501</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>bioorganic & medicinal chemistry; bioorganic & medicinal chemistry letters; cancer chemotherapy and pharmacology; european journal of medicinal chemistry; journal of biological chemistry</td></tr><tr><td>Terms:</td><td>human topoisomerase; tyrosyl dna phosphodiesterase; beta lapachone; dna gyrase; lapachol</td></tr></table>"	-0.4643	-0.2811	2	712	338539	15969	2009.5156
